Cultivar,Block,Plant,Mat ID,Plant cycle,Date planted,Date shooting,Date harvest,Pseudostem height (cm) (shooting),Pseudostem girth (cm) (shooting),Height of following sucker (cm) (shooting),Number of standing leaves (shooting),Height of following sucker (cm) (harvest),Number of standing leaves (harvest),Bunch weight (kg),Number of hands,Number of fruits in the bunch,Weight of fruit (g),Disease development time (growing phase),Youngest leaf spotted (shooting),Youngest leaf spotted (harvest),Leaf emission rate (new leaves/week) (growing phase),Index of non-spotted leaves (shooting)
FHIA18,E,2,FHIA18E2,mother,11/17/1999,7/6/2000,10/30/2000,300,86,295,15,NA,7,30,11,178,147.3,NA,NA,0,1.07083333333333,100
FHIA18,E,3,FHIA18E3,mother,11/17/1999,7/5/2000,10/26/2000,305,89,265,16,NA,9,35,11,187,144.81,NA,NA,0,0.999183006535948,100
FHIA18,E,4,FHIA18E4,mother,11/17/1999,6/8/2000,10/9/2000,315,87,255,17,NA,9,27,11,191,127.32,NA,NA,0,1.08690476190476,100
PV42320,A,1,PV42320A1,mother,11/17/1999,8/22/2000,12/22/2000,380,74,369,14,NA,4,19,5,65,257.23,NA,NA,0,0.846982987772462,100
PV42320,A,2,PV42320A2,mother,11/17/1999,7/5/2000,11/2/2000,350,69,270,16,NA,6,16,6,86,178.37,NA,NA,0,1.10277777777778,100
PV42320,A,3,PV42320A3,mother,11/17/1999,5/7/2000,8/29/2000,310,74,400,16,NA,8,20.5,7,109,173.93,NA,NA,0,1.04861111111111,100
PV42320,A,4,PV42320A4,mother,11/17/1999,5/26/2000,9/27/2000,310,65,380,16,NA,6,19,7,91,185.05,NA,NA,0,1.07638888888889,100
PV42320,B,1,PV42320B1,mother,11/17/1999,6/1/2000,9/29/2000,335,72,385,15,NA,6,20,7,106,179.2,NA,NA,0,1.12321428571429,100
PV42320,B,2,PV42320B2,mother,11/17/1999,6/4/2000,9/29/2000,330,70,390,14,NA,7,20,8,106,174.52,NA,NA,0,1.12136752136752,100
PV42320,B,3,PV42320B3,mother,11/17/1999,5/19/2000,9/15/2000,290,63,325,15,NA,5,14.5,6,85,144.94,NA,NA,0,1.11041666666667,100
PV42320,B,4,PV42320B4,mother,11/17/1999,5/21/2000,9/12/2000,320,80,400,15,NA,8,17,6,85,173.94,NA,NA,0,1.09166666666667,100
PV42320,C,1,PV42320C1,mother,11/17/1999,5/20/2000,9/12/2000,310,90,390,14,NA,7,19.5,7,NA,165,NA,NA,0,1.0790404040404,100
PV42320,C,2,PV42320C2,mother,11/17/1999,5/23/2000,9/12/2000,330,85,360,17,NA,8,19,7,103,164.37,NA,NA,0,1.03027777777778,100
PV42320,C,3,PV42320C3,mother,11/17/1999,7/24/2000,11/23/2000,315,72,395,12,NA,6,17,6,73,221.09,NA,NA,0,0.928921568627451,100
PV42320,C,4,PV42320C4,mother,11/17/1999,5/12/2000,8/29/2000,320,72,405,16,NA,7,19.5,7,107,163.3,NA,NA,0,1.04104938271605,100
PV42320,D,1,PV42320D1,mother,11/17/1999,7/16/2000,11/7/2000,305,65,360,14,NA,5,15,6,78,147.43,NA,NA,0,1.2093137254902,100
PV42320,D,2,PV42320D2,mother,11/17/1999,7/4/2000,10/27/2000,310,71,335,14,NA,6,23,8,113,183.27,NA,NA,0,1.04787581699346,100
PV42320,D,3,PV42320D3,mother,11/17/1999,5/24/2000,9/22/2000,320,69,360,16,NA,7,19,7,104,171.15,NA,NA,0,1.09545454545455,100
PV42320,D,4,PV42320D4,mother,11/17/1999,5/31/2000,9/27/2000,270,54,325,14,NA,5,12,6,70,151.71,NA,NA,0,0.980808080808081,100
PV42320,E,1,PV42320E1,mother,11/17/1999,8/5/2000,11/23/2000,360,77,355,15,NA,5,17.5,6,92,173.58,NA,NA,0,1.10530303030303,100
PV42320,E,2,PV42320E2,mother,11/17/1999,6/7/2000,10/13/2000,320,70,340,16,NA,6,21,8,108,182.4,NA,NA,0,1.04038461538462,100
PV42320,E,3,PV42320E3,mother,11/17/1999,9/1/2000,12/22/2000,360,74,345,14,NA,5,17.5,6,76,195.78,NA,NA,0,0.958343855218855,100
PV42320,E,4,PV42320E4,mother,11/17/1999,8/23/2000,12/22/2000,355,75,340,15,NA,5,21,7,79,237.72,NA,NA,0,1.08166666666667,100
SH3640,A,1,SH3640A1,mother,11/17/1999,8/5/2000,10/23/2000,280,74,170,11,NA,3,18,8,107,134.01,69.4583333333333,7.125,6,1.13200483091787,45.4545454545455
SH3640,A,2,SH3640A2,mother,11/17/1999,7/11/2000,9/25/2000,275,76,240,13,NA,3,18.5,9,126,131.5,72.6,7,7,1.10540935672515,46.1538461538462
SH3640,A,3,SH3640A3,mother,11/17/1999,5/29/2000,8/17/2000,255,76,180,16,NA,6,20.5,8,122,153.91,83.9230769230769,5.07692307692308,12,1.11736111111111,68.75
SH3640,A,4,SH3640A4,mother,11/17/1999,6/20/2000,9/5/2000,275,76,205,18,NA,5,21.5,10,136,141.72,77.2777777777778,6.66666666666667,8,1.1593137254902,38.8888888888889
SH3640,B,1,SH3640B1,mother,11/17/1999,6/20/2000,9/12/2000,260,79,200,16,NA,4,22,9,129,143.18,79.8,6.93333333333333,8,1.09555555555556,43.75
SH3640,B,2,SH3640B2,mother,11/17/1999,6/27/2000,9/14/2000,260,76,175,15,NA,5,19.5,9,128,135.27,77.875,7.3125,8,1.06284722222222,46.6666666666667
SH3640,B,3,SH3640B3,mother,11/17/1999,7/15/2000,10/2/2000,275,78,155,12,NA,4,19,8,116,151.72,67.5625,6.9375,7,0.962962962962963,50
SH3640,B,4,SH3640B4,mother,11/17/1999,6/28/2000,9/14/2000,260,74,175,17,NA,4,19.5,9,122,140.1,76.2352941176471,7.11764705882353,8,1.08454861111111,41.1764705882353
SH3640,C,1,SH3640C1,mother,11/17/1999,5/31/2000,8/24/2000,265,78,245,16,NA,5,24,9,132,160.69,90.5333333333333,5.73333333333333,16,1.10595238095238,93.75
SH3640,C,2,SH3640C2,mother,11/17/1999,6/24/2000,9/15/2000,280,85,225,15,NA,6,24.5,9,136,144.1,81.8888888888889,7.44444444444444,8,1.23676470588235,46.6666666666667
SH3640,C,3,SH3640C3,mother,11/17/1999,6/30/2000,9/18/2000,280,85,230,15,NA,7,23,9,146,144.58,75.25,7.95,7,1.22938596491228,40
SH3640,C,4,SH3640C4,mother,11/17/1999,6/8/2000,9/5/2000,280,88,255,18,NA,4,24.5,9,130,167.17,84.3333333333333,6.73333333333333,12,1.15535714285714,61.1111111111111
SH3640,D,1,SH3640D1,mother,11/17/1999,7/28/2000,10/16/2000,285,80,170,12,NA,4,23,9,120,153.83,73.4,7.5,7,1.01067251461988,50
SH3640,D,2,SH3640D2,mother,11/17/1999,7/4/2000,9/27/2000,275,85,185,14,NA,4,23,9,135,152.29,81.5,7.5,7,1.09183006535948,42.8571428571429
SH3640,D,3,SH3640D3,mother,11/17/1999,7/24/2000,10/9/2000,300,78,155,13,NA,5,19.5,8,116,149.82,75.9090909090909,8.36363636363636,8,1.12632275132275,53.8461538461538
SH3640,D,4,SH3640D4,mother,11/17/1999,6/20/2000,9/12/2000,255,83,225,17,NA,5,23,9,129,148.98,79.8235294117647,7.41176470588235,8,1.11770833333333,41.1764705882353
SH3640,E,1,SH3640E1,mother,11/17/1999,7/5/2000,9/20/2000,300,87,215,16,NA,7,24.5,10,153,138.4,83.6666666666667,7.66666666666667,7,1.03333333333333,37.5
SH3640,E,2,SH3640E2,mother,11/17/1999,6/3/2000,9/4/2000,290,84,235,16,NA,5,26.5,9,127,208.19,93.3571428571429,7.07142857142857,16,1.12435897435897,93.75
SH3640,E,3,SH3640E3,mother,11/17/1999,6/27/2000,9/14/2000,270,74,145,17,NA,6,22,9,130,150.27,84.7777777777778,7.88888888888889,7,1.08937908496732,35.2941176470588
SH3640,E,4,SH3640E4,mother,11/17/1999,6/4/2000,8/29/2000,280,75,170,17,NA,5,21.5,8,120,169.67,88.6666666666667,6.73333333333333,17,1.11666666666667,94.1176470588235
TMBx52951,A,1,TMBx52951A1,mother,11/17/1999,6/20/2000,8/29/2000,320,75,260,13,NA,3,18,8,107,152.5,90.5333333333333,8.13333333333333,11,1.13986928104575,76.9230769230769
TMBx52951,A,2,TMBx52951A2,mother,11/17/1999,6/21/2000,8/29/2000,305,73,245,13,NA,4,15,7,82,174.06,85.0666666666667,7.33333333333333,11,1.12135416666667,76.9230769230769
TMBx52951,A,3,TMBx52951A3,mother,11/17/1999,6/16/2000,8/29/2000,320,73,205,15,NA,6,15.5,8,122,153.91,86.5714285714286,7.92857142857143,13,1.16927083333333,80
TMBx52951,A,4,TMBx52951A4,mother,11/17/1999,7/4/2000,9/13/2000,330,70,195,10,NA,2,14.5,7,83,166.8,84.15,8.55,10,1.24973544973545,90
TMBx52951,B,1,TMBx52951B1,mother,11/17/1999,7/31/2000,10/23/2000,305,75,210,12,NA,0,18,7,90,183.5,79.4444444444444,7.94444444444444,10,1.06489898989899,75
TMBx52951,B,2,TMBx52951B2,mother,11/17/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMBx52951,B,3,TMBx52951B3,mother,11/17/1999,6/27/2000,9/7/2000,310,90,350,13,NA,2,18,7,88,177.67,84.8461538461538,7,10,1.05329861111111,69.2307692307692
TMBx52951,B,4,TMBx52951B4,mother,11/17/1999,7/6/2000,9/12/2000,310,85,210,13,NA,3,13.5,6,67,176.48,88.3125,8.1875,11,1.07222222222222,76.9230769230769
TMBx52951,C,1,TMBx52951C1,mother,11/17/1999,8/25/2000,11/7/2000,330,78,285,9,NA,0,19,8,93,190.1,71.8571428571429,9,8,1.175,77.7777777777778
TMBx52951,C,2,TMBx52951C2,mother,11/17/1999,8/6/2000,10/26/2000,335,78,260,11,NA,0,22,8,108,171.6,79.4375,8.75,8,1.07931286549708,63.6363636363636
TMBx52951,C,3,TMBx52951C3,mother,11/17/1999,6/7/2000,8/23/2000,300,70,28,16,NA,2,13.2,7,73,166.1,93,7.25,16,1.09807692307692,93.75
TMBx52951,C,4,TMBx52951C4,mother,11/17/1999,7/4/2000,9/12/2000,310,75,255,11,NA,2,19.5,8,107,161.35,82.5,7.21428571428571,9,1.09387254901961,72.7272727272727
TMBx52951,D,1,TMBx52951D1,mother,11/17/1999,6/21/2000,9/5/2000,320,78,335,14,NA,3,21,9,113,174.18,89,6.78571428571429,11,1.08055555555556,71.4285714285714
TMBx52951,D,2,TMBx52951D2,mother,11/17/1999,7/31/2000,10/13/2000,340,76,205,11,NA,2,18,8,104,169.42,81.5882352941177,8.76470588235294,10,0.964912280701754,81.8181818181818
TMBx52951,D,3,TMBx52951D3,mother,11/17/1999,7/30/2000,10/13/2000,350,81,210,11,NA,2,19,8,91,183.73,83.2631578947368,10.6363636363636,9,1.16413043478261,72.7272727272727
TMBx52951,D,4,TMBx52951D4,mother,11/17/1999,6/20/2000,9/5/2000,330,81,305,14,NA,2,22,8,99,194.42,96.2941176470588,8.35294117647059,12,1.18148148148148,78.5714285714286
TMBx52951,E,1,TMBx52951E1,mother,11/17/1999,7/2/2000,9/8/2000,375,79,270,13,NA,3,15.5,7,96,145.9,95.1333333333333,7.2,9,1.15657894736842,61.5384615384615
TMBx52951,E,2,TMBx52951E2,mother,11/17/1999,7/30/2000,10/10/2000,320,73,295,11,NA,2,18,7,90,173.55,82.2380952380952,8.66666666666667,10,1.06178451178451,81.8181818181818
TMBx52951,E,3,TMBx52951E3,mother,11/17/1999,7/25/2000,10/9/2000,370,79,255,12,NA,2,21,8,102,187.15,79.5555555555556,7.88888888888889,11,1.11507936507937,83.3333333333333
TMBx52951,E,4,TMBx52951E4,mother,11/17/1999,6/18/2000,9/4/2000,285,72,240,12,NA,3,16.5,7,82,180.5,89.3333333333333,6.33333333333333,11,1.121875,83.3333333333333
TMBx1378,A,1,TMBx1378A1,mother,11/17/1999,8/18/2000,12/8/2000,360,98,450,14,NA,9,31,10,184,151.95,NA,NA,0,0.92280701754386,100
TMBx1378,A,2,TMBx1378A2,mother,11/17/1999,9/4/2000,12/19/2000,380,96,435,14,NA,6,25,11,201,106.66,NA,NA,0,0.978162055335968,100
TMBx1378,A,3,TMBx1378A3,mother,11/17/1999,8/27/2000,12/18/2000,375,98,440,15,NA,7,26,10,180,126.33,NA,NA,0,0.96058201058201,100
TMBx1378,A,4,TMBx1378A4,mother,11/17/1999,8/29/2000,12/18/2000,350,95,430,14,NA,6,25,10,177,122.6,NA,NA,0,0.91509139009139,100
TMBx1378,B,1,TMBx1378B1,mother,11/17/1999,8/18/2000,12/8/2000,365,100,430,15,NA,8,27,10,174,137.93,NA,NA,0,0.91812865497076,100
TMBx1378,B,2,TMBx1378B2,mother,11/17/1999,9/19/2000,1/5/2001,390,102,440,13,NA,6,23,12,203,102.26,NA,NA,0,0.956439393939394,100
TMBx1378,B,3,TMBx1378B3,mother,11/17/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMBx1378,B,4,TMBx1378B4,mother,11/17/1999,9/13/2000,1/2/2001,360,97,420,14,NA,6,26,12,199,109.14,NA,NA,0,0.96836846728151,100
TMBx1378,C,1,TMBx1378C1,mother,11/17/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMBx1378,C,2,TMBx1378C2,mother,11/17/1999,9/1/2000,12/28/2000,370,97,430,12,NA,7,27,10,187,133.4,NA,NA,0,0.995087235996327,100
TMBx1378,C,3,TMBx1378C3,mother,11/17/1999,10/21/2000,2/13/2001,395,100,455,12,NA,3,19,9,141,119.46,NA,NA,0,1.06973725862615,100
TMBx1378,C,4,TMBx1378C4,mother,11/17/1999,9/11/2000,12/29/2000,380,96,440,12,NA,6,28,12,211,119.71,NA,NA,0,0.967561983471074,100
TMBx1378,D,1,TMBx1378D1,mother,11/17/1999,9/7/2000,12/29/2000,350,94,440,12,NA,7,25,10,173,125.89,NA,NA,0,0.984217171717172,100
TMBx1378,D,2,TMBx1378D2,mother,11/17/1999,9/8/2000,12/28/2000,375,98,450,13,NA,8,27,11,195,128.3,NA,NA,0,1.00206552706553,100
TMBx1378,D,3,TMBx1378D3,mother,11/17/1999,9/19/2000,1/9/2001,375,101,450,14,NA,6,23,10,182,110.98,NA,NA,0,1.00325126262626,100
TMBx1378,D,4,TMBx1378D4,mother,11/17/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMBx1378,E,1,TMBx1378E1,mother,11/17/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMBx1378,E,2,TMBx1378E2,mother,11/17/1999,8/28/2000,12/18/2000,385,97,430,16,NA,6,25,10,165,140.5,NA,NA,0,0.963901515151515,100
TMBx1378,E,3,TMBx1378E3,mother,11/17/1999,9/8/2000,12/28/2000,375,103,395,13,NA,7,30,12,211,130.5,NA,NA,0,1.03080808080808,100
TMBx1378,E,4,TMBx1378E4,mother,11/17/1999,8/26/2000,12/13/2000,375,97,445,14,NA,8,25,10,170,132.23,NA,NA,0,1.08816425120773,100
GCTCV215,A,1,GCTCV215A1,mother,11/17/1999,9/18/2000,12/5/2000,270,65,140,6,NA,0,11,8,124,81.29,50,4.72,4,0.885900673400673,50
GCTCV215,A,2,GCTCV215A2,mother,11/17/1999,8/1/2000,10/12/2000,245,63,200,6,NA,0,9,8,130,60,47.3684210526316,4.47368421052632,3,0.783690708252112,33.3333333333333
GCTCV215,A,3,GCTCV215A3,mother,11/17/1999,11/14/2000,2/2/2001,240,60,110,6,NA,0,6.5,7,77,70.38,42.8333333333333,4.54166666666667,4,0.86441589811155,50
GCTCV215,A,4,GCTCV215A4,mother,11/17/1999,9/18/2000,12/5/2000,245,57,14,6,NA,0,7,6,77,84.93,46.6666666666667,4.45833333333333,4,0.868862538427756,50
GCTCV215,B,1,GCTCV215B1,mother,11/17/1999,11/3/2000,1/26/2001,245,64,60,7,NA,0,8,8,101,76.83,47.2413793103448,4.24137931034483,4,0.85349025974026,42.8571428571429
GCTCV215,B,2,GCTCV215B2,mother,11/17/1999,9/10/2000,11/23/2000,250,62,95,5,NA,0,9.5,8,113,74,47.5,4.63636363636364,3,0.837999037999038,40
GCTCV215,B,3,GCTCV215B3,mother,11/17/1999,9/14/2000,11/23/2000,245,63,155,5,NA,0,7,7,95,67.36,46.7826086956522,4.30434782608696,4,0.85342056932966,60
GCTCV215,B,4,GCTCV215B4,mother,11/17/1999,11/20/2000,2/19/2001,250,63,110,6,NA,0,6.5,7,91,66.37,43.9333333333333,4.3,4,0.857218739115291,50
GCTCV215,C,1,GCTCV215C1,mother,11/17/1999,8/24/2000,11/9/2000,255,59,190,6,NA,0,9,9,137,63.5,47.5714285714286,4.71428571428571,4,0.874722222222222,50
GCTCV215,C,2,GCTCV215C2,mother,11/17/1999,7/30/2000,10/23/2000,240,65,205,6,NA,0,13,9,140,77.28,44.6666666666667,4.90476190476191,2,0.910972222222222,16.6666666666667
GCTCV215,C,3,GCTCV215C3,mother,11/17/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCTCV215,C,4,GCTCV215C4,mother,11/17/1999,8/16/2000,11/11/2000,265,65,200,7,NA,0,12,9,144,76.94,50.6842105263158,4.73684210526316,3,0.857730078563412,28.5714285714286
GCTCV215,D,1,GCTCV215D1,mother,11/17/1999,8/24/2000,11/16/2000,265,67,150,5,NA,0,14.5,10,155,83.22,51.85,4.9,3,0.880555555555556,40
GCTCV215,D,2,GCTCV215D2,mother,11/17/1999,8/16/2000,10/26/2000,260,68,150,6,NA,0,12,10,164,58.29,48.8571428571429,4.71428571428571,3,0.931123737373738,33.3333333333333
GCTCV215,D,3,GCTCV215D3,mother,11/17/1999,8/8/2000,10/26/2000,270,67,215,7,NA,0,14,9,168,68.09,51.7619047619048,5.04761904761905,4,0.913888888888889,42.8571428571429
GCTCV215,D,4,GCTCV215D4,mother,11/17/1999,10/26/2000,1/9/2001,265,63,145,6,NA,0,10,8,111,77.47,41.1,4.6,4,0.930468477882271,50
GCTCV215,E,1,GCTCV215E1,mother,11/17/1999,10/6/2000,12/22/2000,240,64,134,6,NA,0,10.5,9,120,61.16,44.8214285714286,4.60714285714286,4,0.96307519640853,50
GCTCV215,E,2,GCTCV215E2,mother,11/17/1999,9/20/2000,12/8/2000,255,60,110,5,NA,0,8,9,120,57,51.0769230769231,4.80769230769231,3,0.957787878787879,40
GCTCV215,E,3,GCTCV215E3,mother,11/17/1999,8/22/2000,11/9/2000,245,61,170,5,NA,0,10,8,126,74.28,51.8571428571429,4.71428571428571,3,0.898762626262626,40
GCTCV215,E,4,GCTCV215E4,mother,11/17/1999,8/18/2000,11/9/2000,255,62,170,6,NA,0,11,8,128,75.93,53.5714285714286,4.90476190476191,5,0.88375,66.6666666666667
CRBP39,A,1,CRBP39A1,mother,11/17/1999,9/9/2000,12/18/2000,320,77,250,13,NA,4,22,7,99,193.53,104.25,15,13,1.14520202020202,92.3076923076923
CRBP39,A,2,CRBP39A2,mother,11/17/1999,9/16/2000,12/28/2000,325,75,340,12,NA,5,21,7,79,237.72,112.25,11.75,12,1.09560185185185,91.6666666666667
CRBP39,A,3,CRBP39A3,mother,11/17/1999,8/16/2000,11/20/2000,335,80,325,13,NA,5,20,7,103,186.6,111.125,15.1111111111111,13,1.16805555555556,92.3076923076923
CRBP39,A,4,CRBP39A4,mother,11/17/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRBP39,B,1,CRBP39B1,mother,11/17/1999,9/12/2000,12/18/2000,330,78,310,13,NA,3,18,7,97,166.39,125.5,13.25,13,1.01157330934799,92.3076923076923
CRBP39,B,2,CRBP39B2,mother,11/17/1999,9/12/2000,12/18/2000,330,76,130,11,NA,4,20,7,100,186,143,8,11,1.15487163299663,90.9090909090909
CRBP39,B,3,CRBP39B3,mother,11/17/1999,9/24/2000,12/29/2000,350,81,310,11,NA,4,17,7,84,186.9,112,12.25,11,1.12809577254022,90.9090909090909
CRBP39,B,4,CRBP39B4,mother,11/17/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRBP39,C,1,CRBP39C1,mother,11/17/1999,7/28/2000,11/13/2000,335,76,305,12,NA,4,24,7,104,216.92,125.666666666667,7.33333333333333,12,1.18497474747475,91.6666666666667
